NP_034603.2	XP_002663941.1	44.444	90	46	1	644	733	295	380	5.58e-20	94.4
NP_034603.2	XP_021335885.1	41.667	96	46	2	644	733	295	386	4.07e-18	88.6
NP_034603.2	XP_021329952.2	43.243	74	41	1	660	733	217	289	2.03e-09	61.2
NP_036084.2	XP_073799717.1	28.230	209	140	6	17	220	1	204	6.07e-10	58.5
NP_036084.2	NP_001156326.1	25.854	205	143	3	27	224	24	226	4.59e-09	56.2
NP_036084.2	XP_073785644.1	24.265	136	97	1	87	216	18	153	2.04e-07	50.4
NP_036084.2	XP_068079900.1	26.573	143	98	3	87	224	112	252	2.83e-06	48.5
NP_036084.2	XP_073794745.1	25.532	141	99	3	87	224	26	163	4.13e-06	47.0
NP_036084.2	XP_073794740.1	25.532	141	99	3	87	224	26	163	4.13e-06	47.0
NP_036084.2	XP_073794731.1	25.532	141	99	3	87	224	26	163	4.13e-06	47.0
NP_036084.2	XP_073794725.1	25.532	141	99	3	87	224	26	163	4.13e-06	47.0
NP_036084.2	XP_073794721.1	25.532	141	99	3	87	224	26	163	4.13e-06	47.0
NP_036084.2	XP_073788826.1	31.915	47	28	1	134	180	868	910	5.6	30.0
NP_036084.2	XP_017207980.1	31.915	47	28	1	134	180	868	910	5.6	30.0
NP_036084.2	XP_005160560.1	31.915	47	28	1	134	180	878	920	5.8	29.6
NP_036084.2	XP_005160559.1	31.915	47	28	1	134	180	878	920	5.8	29.6
NP_001186261.1	XP_001331783.2	50.000	216	105	1	11	223	44	259	5.71e-78	236
NP_001186261.1	XP_073787737.1	42.918	233	119	3	4	223	1	232	4.75e-61	192
NP_001186261.1	NP_001017864.1	41.284	218	122	4	11	225	43	257	3.03e-57	183
NP_001186261.1	XP_073778513.1	34.545	55	35	1	46	99	584	638	8.4	29.3
NP_001186261.1	XP_073778511.1	34.545	55	35	1	46	99	735	789	8.9	29.3
NP_660135.2	XP_001344010.4	25.234	107	56	5	98	196	130	220	5.2	31.2
NP_001191842.1	XP_073786691.1	42.857	35	18	1	19	51	1226	1260	0.54	31.2
NP_001191842.1	XP_073786689.1	42.857	35	18	1	19	51	1236	1270	0.54	31.2
NP_001191842.1	XP_073786687.1	42.857	35	18	1	19	51	1278	1312	0.54	31.2
NP_001191842.1	XP_073786684.1	42.857	35	18	1	19	51	1278	1312	0.54	31.2
NP_001191842.1	XP_073786678.1	42.857	35	18	1	19	51	1310	1344	0.54	31.2
NP_001191842.1	XP_073786675.1	42.857	35	18	1	19	51	1310	1344	0.54	31.2
NP_001191842.1	XP_073786671.1	42.857	35	18	1	19	51	1310	1344	0.54	31.2
NP_001191842.1	XP_073786667.1	42.857	35	18	1	19	51	1310	1344	0.54	31.2
NP_001191842.1	XP_073786664.1	42.857	35	18	1	19	51	1337	1371	0.54	31.2
NP_001191842.1	XP_073786661.1	42.857	35	18	1	19	51	1338	1372	0.54	31.2
NP_001191842.1	XP_073786660.1	42.857	35	18	1	19	51	1320	1354	0.54	31.2
NP_001191842.1	XP_073786658.1	42.857	35	18	1	19	51	1333	1367	0.54	31.2
NP_001191842.1	XP_073786655.1	42.857	35	18	1	19	51	1333	1367	0.54	31.2
NP_001191842.1	XP_073786647.1	42.857	35	18	1	19	51	1337	1371	0.54	31.2
NP_001191842.1	XP_073786636.1	42.857	35	18	1	19	51	1348	1382	0.54	31.2
NP_001191842.1	XP_073786627.1	42.857	35	18	1	19	51	1352	1386	0.54	31.2
NP_001191842.1	XP_073786618.1	42.857	35	18	1	19	51	1380	1414	0.54	31.2
NP_001191842.1	XP_073786616.1	42.857	35	18	1	19	51	1380	1414	0.54	31.2
NP_001191842.1	XP_073786611.1	42.857	35	18	1	19	51	1408	1442	0.54	31.2
NP_001191842.1	XP_073786608.1	42.857	35	18	1	19	51	1991	2025	0.55	31.2
NP_001191842.1	XP_073786599.1	42.857	35	18	1	19	51	2029	2063	0.55	31.2
NP_001191842.1	XP_073786595.1	42.857	35	18	1	19	51	2019	2053	0.55	31.2
NP_001191842.1	XP_073786593.1	42.857	35	18	1	19	51	2019	2053	0.55	31.2
NP_001191842.1	XP_073786588.1	42.857	35	18	1	19	51	2061	2095	0.55	31.2
NP_001191842.1	XP_073786584.1	42.857	35	18	1	19	51	2061	2095	0.55	31.2
NP_001191842.1	XP_073786583.1	42.857	35	18	1	19	51	2047	2081	0.55	31.2
NP_001191842.1	XP_073786577.1	42.857	35	18	1	19	51	2056	2090	0.55	31.2
NP_001191842.1	XP_073786574.1	42.857	35	18	1	19	51	2056	2090	0.55	31.2
NP_001191842.1	XP_073786573.1	42.857	35	18	1	19	51	2061	2095	0.55	31.2
NP_001191842.1	XP_073786571.1	42.857	35	18	1	19	51	2088	2122	0.55	31.2
NP_001191842.1	XP_073786564.1	42.857	35	18	1	19	51	2089	2123	0.55	31.2
NP_001191842.1	XP_073786558.1	42.857	35	18	1	19	51	2071	2105	0.55	31.2
NP_001191842.1	XP_073786552.1	42.857	35	18	1	19	51	2075	2109	0.55	31.2
NP_001191842.1	XP_073786546.1	42.857	35	18	1	19	51	2088	2122	0.55	31.2
NP_001191842.1	XP_073786540.1	42.857	35	18	1	19	51	2116	2150	0.55	31.2
NP_001191842.1	XP_073786536.1	42.857	35	18	1	19	51	2099	2133	0.55	31.2
NP_001191842.1	XP_073786531.1	42.857	35	18	1	19	51	2103	2137	0.55	31.2
NP_001191842.1	XP_073786529.1	42.857	35	18	1	19	51	2103	2137	0.55	31.2
NP_001191842.1	XP_073786528.1	42.857	35	18	1	19	51	2103	2137	0.55	31.2
NP_001191842.1	XP_073786517.1	42.857	35	18	1	19	51	2131	2165	0.55	31.2
NP_001191842.1	XP_073786514.1	42.857	35	18	1	19	51	2131	2165	0.55	31.2
NP_001191842.1	XP_073786512.1	42.857	35	18	1	19	51	2116	2150	0.55	31.2
NP_001191842.1	XP_073786506.1	42.857	35	18	1	19	51	2116	2150	0.55	31.2
NP_001191842.1	XP_073786502.1	42.857	35	18	1	19	51	2131	2165	0.55	31.2
NP_001191842.1	XP_073786499.1	42.857	35	18	1	19	51	2131	2165	0.55	31.2
NP_001191842.1	XP_073786498.1	42.857	35	18	1	19	51	2131	2165	0.55	31.2
NP_001191842.1	XP_073773450.1	42.857	35	18	1	19	51	1061	1095	0.98	30.4
NP_001191842.1	XP_073773449.1	42.857	35	18	1	19	51	1060	1094	0.98	30.4
NP_001191842.1	XP_073773448.1	42.857	35	18	1	19	51	1061	1095	0.98	30.4
NP_001191842.1	XP_073773447.1	42.857	35	18	1	19	51	1076	1110	0.98	30.4
NP_001191842.1	XP_068080588.2	42.857	35	18	1	19	51	1077	1111	0.98	30.4
NP_001191842.1	XP_073773446.1	42.857	35	18	1	19	51	1076	1110	0.98	30.4
NP_001191842.1	XP_073773444.1	42.857	35	18	1	19	51	1077	1111	0.98	30.4
NP_001191842.1	XP_021335691.2	42.857	35	18	1	19	51	1077	1111	0.98	30.4
NP_001191842.1	XP_073773443.1	42.857	35	18	1	19	51	1078	1112	0.98	30.4
NP_001191842.1	XP_073773442.1	42.857	35	18	1	19	51	1093	1127	0.98	30.4
NP_001191842.1	XP_073773441.1	42.857	35	18	1	19	51	1092	1126	0.98	30.4
NP_001191842.1	XP_073773440.1	42.857	35	18	1	19	51	1093	1127	0.98	30.4
NP_001191842.1	XP_073773439.1	42.857	35	18	1	19	51	1094	1128	0.98	30.4
NP_001191842.1	XP_073773438.1	42.857	35	18	1	19	51	1110	1144	0.98	30.4
NP_001191842.1	XP_073773437.1	42.857	35	18	1	19	51	1108	1142	0.98	30.4
NP_001191842.1	XP_073773436.1	42.857	35	18	1	19	51	1109	1143	0.98	30.4
NP_001191842.1	XP_073773435.1	42.857	35	18	1	19	51	1110	1144	0.98	30.4
NP_001191842.1	XP_073773434.1	42.857	35	18	1	19	51	1126	1160	0.98	30.4
NP_001191842.1	XP_073773433.1	42.857	35	18	1	19	51	1273	1307	0.99	30.4
NP_001191842.1	XP_073773432.1	42.857	35	18	1	19	51	1274	1308	0.99	30.4
NP_001191842.1	XP_073773431.1	42.857	35	18	1	19	51	1305	1339	0.99	30.4
NP_001191842.1	XP_073773430.1	42.857	35	18	1	19	51	1306	1340	0.99	30.4
NP_001191842.1	XP_073773429.1	42.857	35	18	1	19	51	1313	1347	0.99	30.4
NP_001191842.1	XP_073773428.1	42.857	35	18	1	19	51	1324	1358	0.99	30.4
NP_001191842.1	XP_073773427.1	42.857	35	18	1	19	51	1325	1359	0.99	30.4
NP_001191842.1	XP_073773426.1	42.857	35	18	1	19	51	1324	1358	0.99	30.4
NP_001191842.1	XP_073773425.1	42.857	35	18	1	19	51	1325	1359	0.99	30.4
NP_001191842.1	XP_073773424.1	42.857	35	18	1	19	51	1330	1364	0.99	30.4
NP_001191842.1	XP_073773423.1	42.857	35	18	1	19	51	1341	1375	0.99	30.4
NP_001191842.1	XP_073773422.1	42.857	35	18	1	19	51	1340	1374	0.99	30.4
NP_001191842.1	XP_073773421.1	42.857	35	18	1	19	51	1341	1375	0.99	30.4
NP_001191842.1	XP_073773420.1	42.857	35	18	1	19	51	1345	1379	0.99	30.4
NP_001191842.1	XP_073773419.1	42.857	35	18	1	19	51	1357	1391	0.99	30.4
NP_001191842.1	XP_073773417.1	42.857	35	18	1	19	51	1357	1391	0.99	30.4
NP_001191842.1	XP_073773416.1	42.857	35	18	1	19	51	1358	1392	0.99	30.4
NP_001191842.1	XP_073773415.1	42.857	35	18	1	19	51	1361	1395	0.99	30.4
NP_001191842.1	XP_073773414.1	42.857	35	18	1	19	51	1362	1396	0.99	30.4
NP_001191842.1	XP_073773413.1	42.857	35	18	1	19	51	1390	1424	0.99	30.4
NP_001191842.1	XP_073773412.1	42.857	35	18	1	19	51	1446	1480	0.99	30.4
NP_001257418.1	XP_005171620.1	47.368	19	10	0	8	26	70	88	9.8	27.3
NP_001243238.1	XP_073788577.1	41.667	48	26	2	22	67	15	62	0.058	34.3
NP_001243238.1	XP_073788577.1	38.000	50	20	3	23	63	51	98	0.058	34.3
NP_001243238.1	XP_073788578.1	38.000	50	20	3	23	63	51	98	0.067	34.3
NP_001243238.1	XP_073788578.1	41.667	48	26	2	22	67	15	62	0.069	34.3
NP_001243238.1	NP_001018508.1	45.455	22	12	0	42	63	34	55	0.15	33.1
NP_001243238.1	NP_001132933.1	33.333	33	17	1	38	65	25	57	0.34	32.0
NP_001243238.1	XP_021323075.2	42.857	28	16	0	37	64	234	261	0.36	32.0
NP_001243238.1	XP_021323075.2	42.857	28	16	0	37	64	184	211	1.1	30.4
NP_001243238.1	XP_021323075.2	34.091	44	24	1	63	101	382	425	5.3	28.5
NP_001243238.1	XP_021330223.1	37.209	43	18	1	30	63	32	74	0.75	30.8
NP_001243238.1	XP_073768945.1	39.683	63	29	5	7	67	10	65	3.2	29.3
NP_001243238.1	XP_073768945.1	41.176	34	17	2	33	65	72	103	3.7	28.9
NP_001243238.1	XP_073768937.1	39.683	63	29	5	7	67	10	65	3.2	29.3
NP_001243238.1	XP_073768937.1	41.176	34	17	2	33	65	72	103	3.7	28.9
NP_001243238.1	XP_073768926.1	39.683	63	29	5	7	67	10	65	3.2	29.3
NP_001243238.1	XP_073768926.1	41.176	34	17	2	33	65	72	103	3.7	28.9
NP_001243238.1	XP_073768919.1	39.683	63	29	5	7	67	10	65	3.2	29.3
NP_001243238.1	XP_073768919.1	41.176	34	17	2	33	65	72	103	3.7	28.9
NP_001243238.1	XP_073768916.1	39.683	63	29	5	7	67	10	65	3.2	29.3
NP_001243238.1	XP_073768916.1	41.176	34	17	2	33	65	72	103	3.7	28.9
NP_001243238.1	XP_073768912.1	39.683	63	29	5	7	67	10	65	3.2	29.3
NP_001243238.1	XP_073768912.1	41.176	34	17	2	33	65	72	103	3.7	28.9
NP_001243238.1	XP_073784576.1	40.741	27	16	0	37	63	49	75	4.2	28.9
NP_001243238.1	XP_073780592.1	33.333	36	21	1	31	63	19	54	6.6	28.5
NP_001243238.1	XP_073780591.1	33.333	36	21	1	31	63	19	54	6.6	28.5
NP_032246.2	NP_001013045.1	51.351	148	71	1	1	147	1	148	3.38e-53	166
NP_032246.2	XP_073796396.1	44.828	145	73	2	4	146	3	142	2.48e-31	110
NP_032246.2	XP_073796385.1	44.828	145	73	2	4	146	3	142	2.48e-31	110
NP_032246.2	XP_073796377.1	44.828	145	73	2	4	146	3	142	2.48e-31	110
NP_032246.2	XP_073796374.1	44.828	145	73	2	4	146	3	142	2.48e-31	110
NP_032246.2	XP_073796370.1	44.828	145	73	2	4	146	3	142	2.48e-31	110
NP_032246.2	XP_073796368.1	44.828	145	73	2	4	146	3	142	2.48e-31	110
NP_032246.2	XP_073796363.1	44.828	145	73	2	4	146	3	142	2.48e-31	110
NP_032246.2	XP_073796356.1	44.828	145	73	2	4	146	3	142	2.48e-31	110
NP_032246.2	XP_073796352.1	44.828	145	73	2	4	146	3	142	2.48e-31	110
NP_032246.2	XP_073796350.1	44.828	145	73	2	4	146	3	142	2.48e-31	110
NP_032246.2	XP_073796346.1	44.828	145	73	2	4	146	3	142	2.48e-31	110
NP_032246.2	XP_073796340.1	44.828	145	73	2	4	146	3	142	2.48e-31	110
NP_032246.2	XP_073796332.1	44.828	145	73	2	4	146	3	142	2.48e-31	110
NP_032246.2	XP_073796326.1	44.828	145	73	2	4	146	3	142	2.48e-31	110
NP_032246.2	XP_073796320.1	44.828	145	73	2	4	146	3	142	2.48e-31	110
NP_032246.2	XP_073796316.1	44.828	145	73	2	4	146	35	174	6.20e-31	110
NP_001153608.1	XP_001331783.2	52.778	216	99	1	11	223	44	259	2.30e-82	247
NP_001153608.1	XP_073787737.1	45.494	233	113	3	4	223	1	232	8.39e-66	204
NP_001153608.1	NP_001017864.1	41.880	234	126	4	2	225	24	257	1.34e-62	197
NP_001153608.1	XP_073786083.1	32.530	83	48	3	85	159	1202	1284	0.50	33.1
NP_001153608.1	XP_073778513.1	30.909	55	37	1	46	99	584	638	7.2	29.6
NP_001153608.1	XP_073778511.1	30.909	55	37	1	46	99	735	789	8.8	29.3
NP_001153609.1	XP_001331783.2	52.315	216	100	1	11	223	44	259	8.70e-82	246
NP_001153609.1	XP_073787737.1	45.064	233	114	3	4	223	1	232	6.15e-65	202
NP_001153609.1	NP_001017864.1	41.453	234	127	4	2	225	24	257	3.76e-62	196
NP_001153609.1	XP_073786083.1	31.325	83	49	3	85	159	1202	1284	7.3	29.6
NP_001153609.1	XP_073786513.1	32.692	52	35	0	40	91	271	322	9.2	28.9
NP_001013390.1	NP_001233213.1	28.000	100	57	3	1	93	100	191	0.091	33.9
NP_001032835.2	XP_005164176.1	44.118	340	158	2	8	316	15	353	1.98e-87	267
NP_001032835.2	NP_998661.1	44.118	340	158	2	8	316	15	353	1.98e-87	267
NP_001032835.2	XP_073794926.1	42.458	358	162	3	2	316	6	362	1.46e-82	255
NP_001032835.2	XP_021325718.1	43.571	280	126	2	68	316	1	279	5.47e-66	210
NP_001032835.2	XP_073794354.1	43.571	280	126	2	68	316	1	279	5.47e-66	210
NP_001032835.2	XP_073794350.1	43.571	280	126	2	68	316	1	279	5.47e-66	210
NP_001291196.1	NP_001103757.1	32.353	102	59	3	2	103	13	104	6.48e-05	40.4
NP_001291196.1	XP_001922296.1	33.929	56	35	1	38	93	78	131	0.049	33.1
NP_001291196.1	XP_068070984.2	29.787	47	31	1	24	70	416	460	1.4	29.6
NP_001291196.1	XP_021323440.2	29.787	47	31	1	24	70	440	484	1.4	29.6
NP_001291196.1	XP_073790618.1	33.333	66	42	2	5	69	2	66	5.7	27.7
NP_001291196.1	XP_005161468.1	33.333	66	42	2	5	69	2	66	5.8	27.7
NP_001291196.1	XP_073790622.1	33.333	66	42	2	5	69	2	66	5.8	27.7
NP_001291196.1	XP_073790621.1	33.333	66	42	2	5	69	2	66	6.0	27.7
NP_001291196.1	XP_009290906.1	35.714	42	27	0	38	79	78	119	6.3	27.3
NP_536684.2	XP_009294380.1	55.987	309	133	2	11	317	21	328	7.26e-124	359
NP_536684.2	NP_955903.1	53.145	318	148	1	1	317	1	318	6.82e-122	353
NP_536684.2	NP_001082978.1	42.045	264	145	5	26	282	71	333	4.24e-60	197
NP_536684.2	NP_001012506.1	39.286	308	169	8	21	317	40	340	1.94e-59	195
NP_536684.2	XP_005163234.2	35.647	317	197	4	6	315	58	374	1.54e-58	194
NP_536684.2	XP_068073466.2	36.735	294	179	4	29	315	6	299	1.73e-57	189
NP_536684.2	XP_073798111.1	37.931	232	134	3	6	234	58	282	1.45e-45	159
NP_536684.2	XP_073798113.1	43.011	186	103	2	29	211	6	191	6.49e-45	152
NP_536684.2	XP_073798112.1	39.713	209	116	3	29	234	6	207	3.16e-44	153
NP_536684.2	XP_684476.2	27.826	230	141	8	30	245	4	222	2.23e-14	73.9
NP_536684.2	XP_005163825.2	27.826	230	141	8	30	245	4	222	2.23e-14	73.9
NP_536684.2	NP_001018379.1	27.562	283	176	12	27	297	1	266	2.75e-14	73.9
NP_536684.2	NP_001017792.1	29.557	203	119	5	32	211	11	212	1.82e-13	70.5
NP_536684.2	NP_001005597.1	31.959	194	114	7	24	207	9	194	6.91e-12	66.2
NP_536684.2	XP_021324955.2	34.615	104	65	3	110	211	37	139	1.23e-10	62.4
NP_536684.2	NP_998043.2	26.840	231	141	10	3	214	11	232	4.25e-10	61.2
NP_536684.2	NP_001186991.1	28.365	208	123	7	27	214	18	219	5.62e-10	60.8
NP_536684.2	XP_073776073.1	30.055	183	110	7	25	195	45	221	1.96e-09	59.3
NP_536684.2	NP_001006098.1	27.604	192	124	4	33	211	13	202	2.24e-09	58.5
NP_536684.2	NP_001038811.1	28.889	180	116	6	25	195	45	221	2.61e-09	59.3
